Age,2024 Net Worth,Industry,Title,Self-Made,Self-Made Score,Philanthropy Score,Residence,Citizenship,Gender,SelfMadeBinary
53.0,2900000000.0,1,531,0,,,619,24,1,0
56.0,1600000000.0,3,905,1,,,422,12,1,1
78.0,5200000000.0,10,353,1,7.0,2.0,303,69,0,1
57.0,2600000000.0,10,711,1,,,393,30,1,1
93.0,2400000000.0,15,431,1,,,327,68,1,1
74.0,1200000000.0,16,658,1,,,586,62,1,1
47.0,1600000000.0,11,775,1,,,39,12,1,1
66.0,2100000000.0,10,274,1,,,582,12,1,1
59.0,3500000000.0,5,475,0,3.0,3.0,557,69,1,0
67.0,1100000000.0,5,888,0,,,213,24,1,0
69.0,2700000000.0,8,256,0,,,430,24,0,0
50.0,3600000000.0,16,605,0,,,540,57,0,0
42.0,2700000000.0,5,694,1,7.0,1.0,414,69,1,1
76.0,1400000000.0,13,622,0,,,238,27,1,0
19.0,1100000000.0,10,381,0,,,173,9,0,0
86.0,1700000000.0,8,746,1,,,333,69,1,1
38.0,1400000000.0,13,622,0,,,238,27,1,0
80.0,1400000000.0,14,880,1,,,606,35,1,1
53.0,2900000000.0,3,839,1,,,391,54,1,1
58.0,1400000000.0,5,337,0,,,588,62,1,0
53.0,4500000000.0,13,46,0,,,393,30,1,0
66.0,1100000000.0,4,162,1,,,354,50,0,1
78.0,3300000000.0,10,584,0,,,64,34,0,0
83.0,4300000000.0,5,46,1,,,450,22,1,1
57.0,2100000000.0,11,653,0,,,376,34,0,0
77.0,1400000000.0,8,623,1,,,393,30,1,1
77.0,1800000000.0,8,88,0,,,33,30,1,0
69.0,5800000000.0,8,84,0,,,7,30,1,0
81.0,24500000000.0,2,337,0,,,128,69,0,0
62.0,1200000000.0,10,699,0,,,552,31,1,0
74.0,2600000000.0,4,651,1,,,588,62,1,1
77.0,1300000000.0,17,256,1,,,327,68,1,1
63.0,3600000000.0,16,46,1,6.0,,531,69,0,1
79.0,2400000000.0,4,105,1,,,364,3,1,1
67.0,1100000000.0,2,46,1,,,619,22,1,1
82.0,3000000000.0,3,890,1,8.0,2.0,128,69,1,1
72.0,13100000000.0,13,239,1,,,238,27,1,1
58.0,4099999999.9999995,14,66,0,4.0,,42,69,0,0
73.0,7900000000.0,4,158,0,,,213,24,1,0
68.0,128000000000.0,16,195,1,8.0,5.0,362,69,1,1
75.0,3500000000.0,5,272,1,8.0,2.0,128,69,1,1
74.0,1600000000.0,5,348,0,,,302,69,0,0
69.0,4300000000.0,5,241,1,,,310,54,1,1
66.0,3600000000.0,10,399,1,9.0,1.0,488,69,1,1
56.0,6200000000.0,8,145,0,,,208,61,0,0
69.0,11200000000.0,6,84,0,4.0,1.0,20,69,1,0
94.0,12000000000.0,13,337,0,,,238,27,0,0
70.0,1400000000.0,4,46,0,,,520,34,1,0
35.0,6400000000.0,10,46,0,,,36,24,1,0
76.0,6000000000.0,10,252,0,,,52,17,1,0
61.0,1900000000.0,10,15,0,,,48,24,0,0
65.0,2900000000.0,5,590,0,,,552,46,1,0
48.0,2600000000.0,4,330,0,,,213,24,1,0
50.0,1500000000.0,12,807,0,,,62,33,1,0
63.0,3000000000.0,2,32,1,7.0,1.0,219,69,1,1
70.0,1100000000.0,5,312,0,,,540,57,1,0
75.0,2300000000.0,6,84,1,,,101,30,1,1
53.0,2000000000.0,6,46,1,,,202,69,1,1
52.0,1800000000.0,5,908,1,,,391,54,1,1
62.0,3100000000.0,15,489,0,5.0,2.0,309,69,1,0
62.0,1800000000.0,13,622,1,,,215,12,1,1
70.0,1700000000.0,4,116,1,,,476,22,1,1
61.0,1000000000.0,2,381,1,,,402,12,1,1
49.0,1500000000.0,9,642,1,,,542,12,1,1
51.0,1500000000.0,8,46,1,9.0,1.0,443,69,1,1
78.0,8000000000.0,12,382,0,,,55,12,0,0
82.0,6400000000.0,8,98,1,,,222,24,1,1
70.0,1600000000.0,4,102,0,2.0,,514,69,1,0
73.0,1900000000.0,4,622,0,,,124,41,1,0
76.0,3900000000.0,5,446,1,9.0,2.0,414,69,1,1
69.0,1200000000.0,9,359,0,,,346,58,1,0
67.0,1400000000.0,5,622,0,,,619,40,0,0
45.0,2400000000.0,4,46,0,,,487,22,1,0
79.0,2800000000.0,13,602,1,,,327,68,0,1
64.0,2200000000.0,4,84,1,,,447,3,1,1
78.0,2000000000.0,5,26,1,,,617,68,1,1
78.0,23100000000.0,10,256,1,,,436,35,1,1
63.0,2400000000.0,13,617,0,,,238,27,0,0
78.0,1000000000.0,9,84,0,5.0,,238,69,1,0
53.0,2300000000.0,16,295,0,,,187,24,0,0
67.0,4099999999.9999995,8,332,0,,,238,12,0,0
60.0,1500000000.0,15,228,0,,,591,69,0,0
85.0,31400000000.0,5,256,1,8.0,4.0,150,69,1,1
45.0,1400000000.0,1,59,0,,,450,37,1,0
67.0,2600000000.0,8,641,1,,,191,24,1,1
57.0,1300000000.0,3,84,1,,,422,12,1,1
54.0,1600000000.0,13,791,1,8.0,,414,69,1,1
79.0,2700000000.0,5,321,1,9.0,2.0,128,69,1,1
73.0,16399999999.999998,12,222,0,,,327,30,1,0
57.0,1100000000.0,11,775,1,,,540,57,1,1
66.0,3400000000.0,9,46,1,,,480,12,1,1
88.0,5900000000.0,5,262,1,9.0,2.0,249,69,1,1
80.0,1400000000.0,8,622,1,,,590,12,1,1
74.0,3300000000.0,16,91,1,,,642,10,1,1
60.0,2800000000.0,16,752,1,,,654,12,1,1
82.0,2400000000.0,10,917,0,,,135,30,1,0
67.0,5200000000.0,16,295,0,,,191,24,1,0
78.0,4200000000.0,14,55,1,9.0,3.0,641,69,1,1
75.0,78400000000.0,4,91,0,2.0,1.0,45,69,1,0
61.0,3200000000.0,15,18,1,8.0,1.0,268,69,1,1
50.0,2300000000.0,5,654,1,,,19,69,1,1
60.0,1400000000.0,10,797,1,,,217,12,1,1
76.0,8900000000.0,6,337,1,,,559,9,1,1
67.0,1200000000.0,11,311,0,,,528,9,0,0
61.0,6500000000.0,5,152,1,8.0,2.0,414,69,1,1
86.0,2600000000.0,13,91,1,8.0,4.0,414,69,1,1
48.0,1400000000.0,16,666,1,,,13,45,1,1
22.0,4700000000.0,4,295,0,,,376,34,1,0
86.0,39200000000.0,9,297,0,,,534,24,1,0
68.0,2500000000.0,5,257,1,7.0,,414,69,1,1
36.0,4400000000.0,16,166,1,,,584,3,0,1
83.0,3400000000.0,10,640,0,,,135,30,1,0
43.0,1500000000.0,16,658,1,8.0,,514,69,1,1
68.0,10400000000.0,13,337,1,,,393,30,1,1
88.0,3400000000.0,10,691,1,,,96,12,1,1
68.0,2900000000.0,2,508,0,,,393,30,1,0
70.0,8000000000.0,4,46,0,3.0,2.0,285,69,1,0
74.0,5500000000.0,4,571,0,,,623,58,1,0
76.0,2400000000.0,4,46,0,,,124,41,1,0
68.0,3100000000.0,16,719,1,,,29,30,1,1
49.0,1400000000.0,16,658,1,,,542,12,1,1
62.0,7700000000.0,3,335,0,3.0,1.0,239,69,0,0
66.0,2000000000.0,2,120,1,,,501,12,1,1
44.0,13300000000.0,16,144,1,,,584,3,1,1
41.0,1400000000.0,8,337,0,,,365,24,1,0
58.0,1400000000.0,16,775,1,,,597,33,1,1
72.0,3000000000.0,13,898,0,5.0,1.0,414,69,1,0
47.0,3800000000.0,5,153,1,8.0,,331,69,1,1
64.0,3400000000.0,10,479,0,5.0,,65,69,1,0
78.0,3100000000.0,5,460,1,,,646,61,1,1
54.0,1400000000.0,9,658,1,,,542,12,0,1
73.0,12600000000.0,16,365,1,,,443,10,1,1
68.0,4700000000.0,5,337,0,,,190,8,1,0
58.0,1100000000.0,13,337,1,,,381,68,1,1
79.0,3300000000.0,0,16,0,,,619,7,0,0
41.0,1400000000.0,16,622,1,,,39,12,1,1
64.0,1300000000.0,6,433,0,,,66,69,1,0
89.0,11300000000.0,4,256,1,,,376,34,1,1
89.0,1200000000.0,0,766,1,,,393,30,1,1
73.0,2200000000.0,5,46,0,1.0,,107,69,0,0
69.0,1100000000.0,10,17,1,,,212,12,1,1
53.0,2800000000.0,2,46,0,,,215,12,1,0
98.0,1600000000.0,4,381,1,,,509,35,1,1
79.0,1100000000.0,13,793,1,,,552,55,1,1
76.0,1900000000.0,1,651,1,,,544,12,1,1
67.0,1400000000.0,4,256,1,,,237,34,1,1
64.0,1500000000.0,15,811,0,,,591,69,0,0
64.0,3700000000.0,6,699,0,,,376,34,0,0
61.0,1200000000.0,13,157,1,,,39,12,1,1
68.0,3500000000.0,5,256,1,9.0,4.0,414,69,1,1
65.0,1200000000.0,5,129,1,,,540,57,1,1
69.0,2100000000.0,9,548,0,,,588,62,1,0
54.0,7600000000.0,3,29,0,1.0,1.0,239,69,0,0
70.0,1300000000.0,16,304,1,,,231,69,1,1
92.0,1000000000.0,13,7,1,,,414,69,1,1
70.0,1900000000.0,6,699,1,,,605,62,1,1
64.0,7100000000.0,2,84,0,,,528,9,1,0
88.0,1600000000.0,13,381,1,,,588,62,1,1
37.0,1200000000.0,16,687,1,,,394,24,1,1
59.0,1600000000.0,3,49,1,10.0,,188,69,1,1
65.0,9600000000.0,6,386,0,2.0,,414,69,0,0
46.0,1100000000.0,6,46,0,,,376,34,0,0
77.0,3500000000.0,13,433,1,,,588,62,1,1
53.0,2000000000.0,8,256,0,2.0,2.0,647,69,0,0
53.0,1100000000.0,5,301,1,,,259,30,1,1
76.0,8199999999.999999,6,822,0,2.0,2.0,462,69,0,0
65.0,2300000000.0,10,256,1,,,264,12,1,1
41.0,1000000000.0,16,381,1,,,391,54,1,1
74.0,1200000000.0,2,160,0,,,414,69,1,0
49.0,2500000000.0,10,918,0,,,490,61,0,0
100.0,3400000000.0,6,240,1,10.0,,627,69,1,1
40.0,2300000000.0,2,296,0,,,651,48,0,0
34.0,4700000000.0,4,139,0,,,331,34,1,0
78.0,3500000000.0,13,91,0,5.0,2.0,414,69,1,0
62.0,7300000000.0,5,304,1,8.0,2.0,533,69,1,1
57.0,5400000000.0,17,784,1,8.0,3.0,65,69,1,1
75.0,3300000000.0,13,812,1,,,238,27,0,1
71.0,3900000000.0,16,282,1,8.0,4.0,652,69,1,1
61.0,3400000000.0,6,494,0,,,103,7,1,0
55.0,1400000000.0,12,845,0,,,346,58,1,0
62.0,1200000000.0,5,46,0,,,483,69,1,0
56.0,2000000000.0,5,689,1,,,331,69,1,1
82.0,1300000000.0,4,256,1,,,138,24,1,1
77.0,1500000000.0,13,256,1,8.0,,128,69,1,1
72.0,1700000000.0,4,622,1,,,421,12,1,1
79.0,3900000000.0,8,734,1,8.0,1.0,111,69,1,1
66.0,2400000000.0,6,784,0,,,255,33,1,0
57.0,4099999999.9999995,16,84,1,,,635,12,1,1
67.0,2600000000.0,16,304,1,10.0,2.0,367,69,1,1
76.0,1700000000.0,4,113,1,9.0,,456,69,1,1
37.0,1100000000.0,5,181,1,,,443,69,1,1
66.0,3200000000.0,0,691,0,,,393,30,1,0
70.0,1200000000.0,13,325,0,,,238,27,1,0
76.0,3300000000.0,15,733,0,4.0,,442,69,1,0
32.0,2400000000.0,13,896,0,,,238,27,1,0
62.0,1500000000.0,11,207,1,,,639,46,1,1
65.0,1300000000.0,11,699,1,,,215,12,1,1
64.0,1300000000.0,8,84,1,,,209,12,1,1
73.0,15100000000.0,8,91,1,,,548,55,1,1
63.0,3700000000.0,14,295,0,3.0,3.0,331,69,1,0
67.0,1200000000.0,8,934,0,,,286,35,0,0
67.0,2500000000.0,5,749,1,,,610,10,1,1
72.0,3300000000.0,10,508,0,,,192,7,1,0
69.0,7500000000.0,13,304,1,10.0,1.0,442,69,1,1
77.0,3300000000.0,13,563,0,5.0,2.0,591,69,1,0
73.0,2300000000.0,2,131,0,,,354,50,0,0
77.0,4700000000.0,4,256,1,,,334,24,1,1
64.0,3900000000.0,4,222,1,,,189,10,1,1
73.0,1200000000.0,3,337,0,5.0,,128,69,1,0
80.0,1800000000.0,9,236,1,,1.0,607,69,1,1
31.0,1200000000.0,16,162,1,,,386,69,1,1
75.0,3400000000.0,12,622,1,,,370,41,1,1
77.0,2800000000.0,4,751,0,,,364,3,1,0
42.0,1300000000.0,4,776,1,,,331,69,1,1
67.0,1800000000.0,6,658,1,,,552,55,0,1
72.0,13600000000.0,16,75,1,10.0,1.0,253,69,1,1
80.0,10200000000.0,2,256,0,,,571,60,0,0
53.0,1400000000.0,16,775,1,,,597,69,1,1
76.0,7400000000.0,8,204,0,,,242,17,1,0
69.0,1200000000.0,5,832,1,,,571,60,1,1
41.0,7600000000.0,3,84,0,1.0,1.0,239,69,1,0
39.0,1100000000.0,16,381,1,,,209,12,1,1
61.0,64300000000.0,2,348,0,1.0,2.0,414,69,0,0
67.0,4400000000.0,4,256,0,,,115,30,1,0
58.0,2900000000.0,1,564,1,,,391,54,1,1
63.0,1800000000.0,17,434,1,,,327,73,1,1
53.0,3700000000.0,0,427,0,,,540,57,1,0
50.0,1000000000.0,16,166,1,,,394,24,1,1
50.0,110000000000.0,16,165,1,9.0,2.0,330,69,1,1
61.0,1400000000.0,3,746,1,,,301,47,1,1
82.0,1500000000.0,13,660,1,,,329,69,1,1
61.0,1100000000.0,10,221,1,,,238,9,1,1
60.0,4000000000.0,8,653,1,,,39,12,0,1
81.0,2600000000.0,4,651,1,,,101,30,1,1
55.0,4300000000.0,16,167,1,8.0,1.0,329,69,1,1
76.0,4900000000.0,10,256,0,,,239,69,1,0
68.0,20600000000.0,16,235,1,6.0,3.0,19,69,1,1
70.0,1800000000.0,16,622,1,,,588,62,1,1
81.0,14600000000.0,3,84,0,5.0,4.0,615,69,1,0
63.0,1900000000.0,5,46,1,,,327,68,1,1
66.0,3800000000.0,5,281,1,,,39,12,1,1
58.0,8000000000.0,8,256,1,,,95,12,1,1
58.0,1300000000.0,4,31,1,,,542,12,1,1
65.0,1800000000.0,10,87,1,,,337,30,1,1
47.0,2700000000.0,16,784,1,,,548,12,1,1
64.0,2000000000.0,16,784,1,,,20,69,1,1
69.0,1000000000.0,5,84,1,,,680,60,1,1
70.0,99500000000.0,4,382,0,,,450,22,0,0
34.0,1500000000.0,16,622,1,,,567,69,1,1
58.0,3500000000.0,16,622,1,,,548,27,0,1
94.0,10300000000.0,4,189,1,10.0,4.0,20,69,1,1
59.0,1600000000.0,8,622,1,,,548,12,1,1
67.0,1400000000.0,13,631,1,,,209,27,1,1
74.0,2900000000.0,8,916,1,,,549,12,1,1
58.0,1600000000.0,3,931,1,,,422,12,1,1
71.0,1500000000.0,8,120,1,,,307,12,0,1
49.0,3800000000.0,10,91,0,,,619,24,1,0
70.0,2000000000.0,6,211,0,1.0,,331,69,0,0
84.0,5800000000.0,13,262,1,7.0,4.0,19,69,1,1
85.0,2100000000.0,2,535,1,,,396,49,1,1
45.0,5100000000.0,16,168,1,,,514,10,1,1
54.0,10900000000.0,16,261,1,,,39,12,1,1
79.0,2700000000.0,0,256,1,,,409,24,1,1
63.0,8800000000.0,1,46,0,,,82,18,1,0
88.0,3400000000.0,4,463,1,,,463,34,1,1
46.0,1100000000.0,16,149,1,,,39,12,1,1
61.0,1300000000.0,14,341,1,,,437,48,1,1
90.0,1100000000.0,10,300,1,,,393,30,1,1
65.0,3000000000.0,5,46,1,7.0,,404,69,1,1
62.0,1600000000.0,10,360,1,,,92,34,1,1
82.0,5500000000.0,10,336,0,,,393,30,1,0
65.0,12600000000.0,3,46,1,8.0,2.0,239,69,1,1
61.0,6600000000.0,3,256,1,,,450,54,1,1
53.0,3500000000.0,10,440,0,,,645,61,1,0
58.0,1600000000.0,5,65,1,,,238,60,1,1
50.0,6100000000.0,5,184,1,7.0,,131,69,1,1
77.0,1600000000.0,5,622,0,,,393,30,1,0
58.0,2000000000.0,8,395,0,,,659,55,1,0
54.0,1500000000.0,4,775,0,,,83,34,0,0
56.0,1600000000.0,10,929,1,,,95,12,0,1
51.0,2200000000.0,5,148,1,,,414,69,1,1
45.0,2300000000.0,13,162,1,,,373,33,1,1
57.0,5500000000.0,4,340,1,,,391,54,1,1
59.0,2800000000.0,10,622,1,,,241,12,1,1
88.0,7000000000.0,2,346,0,1.0,5.0,331,69,0,0
67.0,5300000000.0,5,433,0,,,588,62,1,0
66.0,2000000000.0,8,785,1,,,246,30,1,1
75.0,1100000000.0,9,120,0,,,238,27,1,0
52.0,1600000000.0,15,46,1,,,380,4,1,1
83.0,1200000000.0,11,46,1,,,436,35,1,1
65.0,2000000000.0,5,842,0,,,19,69,1,0
55.0,3900000000.0,10,679,1,,,185,12,1,1
78.0,1100000000.0,0,381,1,,,96,12,1,1
64.0,3300000000.0,3,756,1,,,505,10,1,1
77.0,2700000000.0,5,149,1,,,71,68,1,1
74.0,1600000000.0,5,433,1,,,391,54,1,1
88.0,4700000000.0,10,269,1,,,91,34,1,1
67.0,1200000000.0,13,876,1,,,391,54,1,1
75.0,13600000000.0,4,337,0,1.0,1.0,257,69,0,0
72.0,1200000000.0,10,622,1,,,215,12,1,1
72.0,3200000000.0,5,452,1,,,565,54,1,1
83.0,6600000000.0,2,84,1,,,453,3,1,1
74.0,2000000000.0,17,448,0,5.0,,244,69,1,0
60.0,1900000000.0,14,235,1,,,391,54,1,1
72.0,4000000000.0,1,462,1,,,391,54,1,1
59.0,1300000000.0,9,31,1,,,338,17,1,1
57.0,5000000000.0,5,33,1,,,11,36,1,1
59.0,2600000000.0,12,867,1,,,391,54,1,1
60.0,8600000000.0,6,262,1,,,100,12,1,1
61.0,6900000000.0,5,304,1,,,281,51,1,1
55.0,22900000000.0,0,84,1,,,422,27,1,1
73.0,1400000000.0,10,775,1,,,582,12,1,1
59.0,1800000000.0,5,676,1,,,414,69,1,1
83.0,1000000000.0,16,775,1,,,421,12,1,1
69.0,14100000000.0,6,226,0,,,327,45,0,0
27.0,1600000000.0,2,337,0,,,437,48,0,0
81.0,1700000000.0,3,565,0,,,2,68,1,0
58.0,25500000000.0,12,84,1,,,391,54,1,1
59.0,2400000000.0,8,651,1,,,238,12,1,1
49.0,1300000000.0,4,874,1,,,633,54,1,1
67.0,1200000000.0,8,46,1,,,256,65,1,1
73.0,2800000000.0,5,712,1,,,238,30,1,1
55.0,4400000000.0,2,262,1,,,216,72,1,1
77.0,2600000000.0,9,293,1,,,381,25,1,1
57.0,1400000000.0,10,46,1,,,551,12,1,1
63.0,1700000000.0,2,570,0,,,89,43,1,0
59.0,9100000000.0,5,256,1,8.0,1.0,50,69,1,1
76.0,1500000000.0,8,365,1,8.0,1.0,104,69,1,1
80.0,1300000000.0,4,624,1,,,72,69,1,1
68.0,1400000000.0,16,46,1,,,145,69,1,1
60.0,1100000000.0,12,370,1,,,215,12,1,1
70.0,2500000000.0,6,73,0,5.0,2.0,556,69,1,0
47.0,1700000000.0,8,861,0,,,365,24,1,0
63.0,1200000000.0,10,120,0,,,288,30,1,0
66.0,3600000000.0,7,775,1,8.0,1.0,181,69,1,1
60.0,1600000000.0,16,647,1,,,39,12,1,1
72.0,2600000000.0,10,768,1,,,7,30,1,1
67.0,1000000000.0,10,381,0,,,48,24,1,0
55.0,1100000000.0,5,381,1,,,161,2,1,1
63.0,5200000000.0,2,466,0,,,301,47,1,0
66.0,1600000000.0,3,84,1,,,157,69,1,1
79.0,1000000000.0,14,381,1,,,421,12,1,1
62.0,7200000000.0,5,304,1,,,131,48,1,1
89.0,7700000000.0,8,256,1,6.0,2.0,20,69,1,1
67.0,1500000000.0,11,695,1,,,619,10,0,1
74.0,1100000000.0,2,433,1,,,232,69,1,1
71.0,2100000000.0,2,398,0,,,354,50,0,0
96.0,1800000000.0,2,872,0,,,414,69,0,0
58.0,3000000000.0,8,677,1,,,135,30,1,1
58.0,1600000000.0,13,748,0,,,610,10,0,0
79.0,2300000000.0,13,206,1,,,588,62,1,1
54.0,1700000000.0,5,391,0,,,393,30,1,0
73.0,3600000000.0,16,715,1,10.0,3.0,536,69,1,1
72.0,4099999999.9999995,5,84,1,6.0,2.0,414,69,1,1
79.0,1000000000.0,16,222,1,,,537,69,1,1
80.0,7900000000.0,4,337,0,,,213,24,1,0
45.0,1300000000.0,16,149,1,,,597,33,1,1
64.0,2500000000.0,10,559,1,,,256,65,1,1
86.0,8100000000.0,13,91,0,5.0,1.0,414,69,1,0
53.0,2100000000.0,16,127,1,,,39,12,1,1
57.0,2000000000.0,4,46,1,,,26,53,1,1
76.0,1400000000.0,5,761,0,,,608,34,0,0
88.0,103000000000.0,4,284,1,,,300,58,1,1
62.0,3600000000.0,10,215,1,,,7,30,1,1
61.0,11600000000.0,0,162,1,,,209,12,1,1
41.0,2000000000.0,11,162,1,8.0,,514,69,1,1
59.0,9400000000.0,5,46,0,,,618,24,1,0
66.0,1400000000.0,4,628,1,9.0,,44,69,1,1
80.0,4600000000.0,4,84,0,5.0,3.0,414,69,1,0
67.0,3600000000.0,5,257,1,7.0,,414,69,1,1
85.0,1200000000.0,10,37,1,,,680,61,1,1
59.0,9400000000.0,2,207,0,,,450,22,0,0
80.0,3800000000.0,16,162,1,9.0,2.0,442,69,1,1
75.0,1700000000.0,10,97,1,,,393,30,1,1
56.0,1100000000.0,16,84,1,,,582,12,1,1
82.0,13700000000.0,4,46,1,10.0,2.0,431,69,1,1
67.0,1700000000.0,10,622,1,,,215,12,1,1
81.0,1800000000.0,5,411,1,7.0,2.0,414,69,1,1
73.0,2100000000.0,13,730,1,,,238,27,1,1
80.0,8100000000.0,4,84,0,,,213,24,1,0
44.0,4800000000.0,5,46,1,,,29,30,1,1
66.0,1400000000.0,15,861,0,,,128,69,0,0
75.0,233000000000.0,4,91,0,,,450,22,1,0
66.0,5500000000.0,4,868,0,3.0,2.0,201,69,1,0
76.0,13600000000.0,10,256,1,,,196,68,1,1
84.0,16399999999.999998,6,306,1,,,680,9,1,1
96.0,5600000000.0,2,84,0,,,504,10,1,0
75.0,10000000000.0,4,337,0,1.0,1.0,158,69,0,0
81.0,4400000000.0,11,84,1,10.0,1.0,442,69,1,1
36.0,1400000000.0,4,333,1,10.0,,331,6,0,1
69.0,1100000000.0,13,11,0,2.0,1.0,491,69,0,0
77.0,1300000000.0,8,325,1,,,135,30,1,1
50.0,2400000000.0,1,635,1,,,237,12,1,1
81.0,8000000000.0,11,162,1,9.0,3.0,50,69,1,1
69.0,1400000000.0,2,622,1,,,256,65,1,1
68.0,2600000000.0,16,445,1,8.0,1.0,72,69,1,1
63.0,1400000000.0,5,419,0,,,450,22,0,0
81.0,2300000000.0,2,91,0,,,588,62,1,0
59.0,1300000000.0,4,261,1,,,238,10,0,1
78.0,1200000000.0,2,381,0,,,256,65,0,0
82.0,4400000000.0,8,256,1,,,319,61,1,1
73.0,3800000000.0,2,295,0,,,393,30,0,0
74.0,11000000000.0,13,251,1,,,354,50,1,1
55.0,2300000000.0,6,267,1,,,414,69,1,1
91.0,5300000000.0,5,240,0,5.0,3.0,442,69,1,0
82.0,3500000000.0,6,461,0,,,679,61,1,0
55.0,5900000000.0,16,165,1,,,571,60,1,1
72.0,2000000000.0,4,46,0,3.0,,511,69,1,0
64.0,1200000000.0,13,46,1,,,381,68,1,1
76.0,15900000000.0,4,337,0,,,191,24,1,0
84.0,4900000000.0,5,274,1,10.0,1.0,121,69,1,1
60.0,1700000000.0,10,855,1,,,245,12,1,1
39.0,177000000000.0,16,162,1,8.0,2.0,443,69,1,1
81.0,25700000000.0,12,337,0,,,523,11,0,0
63.0,1900000000.0,11,789,1,,,128,69,1,1
97.0,6300000000.0,10,256,1,,,597,33,1,1
89.0,2500000000.0,7,533,1,,,164,24,1,1
93.0,133000000000.0,5,46,1,8.0,5.0,433,69,1,1
45.0,2700000000.0,16,848,0,,,394,24,1,0
78.0,3500000000.0,5,412,0,,,492,9,1,0
66.0,5500000000.0,14,337,0,,,597,33,0,0
60.0,9900000000.0,5,334,0,1.0,2.0,65,69,0,0
78.0,3100000000.0,4,843,0,1.0,,532,69,0,0
71.0,5600000000.0,12,92,0,,,79,34,1,0
63.0,9600000000.0,6,220,0,2.0,,8,69,0,0
89.0,3600000000.0,13,576,0,,,364,3,1,0
66.0,1300000000.0,14,775,1,,,597,33,1,1
49.0,2900000000.0,16,643,0,,,540,57,1,0
88.0,3900000000.0,3,500,1,,,79,1,1,1
64.0,1300000000.0,14,599,0,,,381,15,1,0
72.0,1300000000.0,9,433,1,,,142,54,1,1
77.0,7600000000.0,2,408,0,,,528,9,1,0
83.0,1300000000.0,4,282,1,,,200,59,1,1
46.0,1200000000.0,16,213,1,,,443,33,1,1
92.0,3800000000.0,5,508,1,,,30,64,1,1
52.0,2500000000.0,16,725,1,,,101,30,1,1
90.0,1300000000.0,3,629,0,,,90,9,1,0
55.0,1500000000.0,15,634,0,,,591,69,1,0
54.0,2200000000.0,5,304,1,7.0,3.0,12,69,1,1
78.0,2100000000.0,13,368,1,,,606,35,1,1
74.0,1100000000.0,4,46,1,,,528,9,1,1
68.0,9000000000.0,6,147,1,8.0,1.0,442,69,1,1
77.0,4700000000.0,5,91,1,8.0,1.0,117,69,1,1
91.0,1400000000.0,5,46,0,,,89,43,1,0
73.0,1300000000.0,5,84,0,,,450,22,1,0
67.0,1100000000.0,10,120,1,,,542,69,1,1
84.0,1800000000.0,5,439,0,4.0,,414,69,1,0
43.0,1600000000.0,5,885,0,,,583,51,1,0
71.0,1400000000.0,11,262,1,8.0,1.0,137,69,1,1
69.0,8199999999.999999,8,207,0,2.0,3.0,465,69,0,0
68.0,1600000000.0,8,134,1,8.0,,605,69,1,1
71.0,2300000000.0,9,337,1,,,18,25,1,1
60.0,1900000000.0,10,120,1,,,209,12,1,1
67.0,2500000000.0,8,515,1,,,450,22,1,1
83.0,2600000000.0,14,35,1,,,336,60,1,1
62.0,4600000000.0,6,296,0,1.0,1.0,484,69,0,0
74.0,2200000000.0,4,468,1,,,238,27,1,1
78.0,5000000000.0,10,319,0,,,135,30,0,0
45.0,6500000000.0,10,337,0,,,52,17,1,0
53.0,2100000000.0,4,200,0,4.0,,414,69,0,0
53.0,5200000000.0,6,275,1,8.0,1.0,136,69,1,1
68.0,1000000000.0,3,304,1,,,372,69,1,1
79.0,2400000000.0,8,744,1,,,146,68,1,1
61.0,1000000000.0,16,381,1,8.0,,263,69,1,1
58.0,1200000000.0,8,762,1,,,401,22,1,1
61.0,5000000000.0,16,46,1,8.0,1.0,329,69,1,1
77.0,38800000000.0,5,91,1,8.0,2.0,414,69,1,1
43.0,2300000000.0,13,798,1,,,258,69,1,1
56.0,1600000000.0,6,796,1,,,648,69,1,1
44.0,9900000000.0,5,91,0,5.0,1.0,59,69,1,0
71.0,16500000000.0,10,46,1,,,327,68,1,1
61.0,2900000000.0,4,257,1,,,393,30,0,1
60.0,16800000000.0,0,256,1,,,215,12,1,1
83.0,9800000000.0,11,84,1,8.0,3.0,159,69,1,1
68.0,27400000000.0,3,262,1,,,391,54,1,1
53.0,2400000000.0,13,861,0,,,393,30,1,0
75.0,1100000000.0,11,262,1,,,668,35,0,1
88.0,58500000000.0,2,91,0,5.0,2.0,643,69,1,0
70.0,2800000000.0,11,132,1,10.0,2.0,107,69,0,1
86.0,1300000000.0,2,659,1,,,239,69,1,1
66.0,13400000000.0,10,46,1,,,301,47,1,1
59.0,5600000000.0,4,295,0,,,394,24,1,0
57.0,3900000000.0,10,348,1,,,391,54,1,1
91.0,15100000000.0,4,89,0,5.0,3.0,414,69,1,0
67.0,2200000000.0,3,295,0,4.0,2.0,177,69,1,0
71.0,23400000000.0,3,256,1,,,391,54,1,1
93.0,2700000000.0,2,34,0,,,256,65,1,0
52.0,1300000000.0,10,159,1,,,243,28,1,1
71.0,1600000000.0,2,289,1,,,404,69,1,1
69.0,1400000000.0,2,120,1,,,39,12,1,1
38.0,1400000000.0,16,48,1,,,443,69,1,1
66.0,1500000000.0,2,84,1,,,256,65,1,1
